province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,mean_velocity,median_velocity,std_velocity,long,lat,street_level,e_node_id,length,street_type
Long Xuyen,31,21,5,ESE,0.0,75,14,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Long Xuyen,37,27,15,SSW,0.0,56,16,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Long Xuyen,34,25,10,S,7.4,69,69,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Long Xuyen,33,28,14,SW,6.6,67,61,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Long Xuyen,30,25,21,SW,43.3,84,74,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Long Xuyen,33,28,10,SSW,7.1,75,55,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Long Xuyen,28,24,12,NE,2.0,83,72,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Long Xuyen,31,22,15,SW,0.0,70,5,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Long Xuyen,28,22,12,ENE,16.9,83,91,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Tra Vinh,31,22,11,ESE,0.1,79,47,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Tra Vinh,30,21,8,E,0.0,77,19,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Tra Vinh,28,23,7,E,3.6,85,72,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Tra Vinh,36,26,11,SSE,0.0,61,9,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Tra Vinh,33,27,9,SSE,6.5,73,64,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Tra Vinh,34,27,9,SW,2.5,67,71,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Tra Vinh,30,25,13,SW,6.9,84,62,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Tra Vinh,33,26,8,SSW,1.7,78,45,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Tra Vinh,28,23,18,ENE,2.2,81,69,1010,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Tra Vinh,31,23,4,W,0.4,79,36,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Tra Vinh,27,21,16,E,7.3,89,60,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Cam Pha,19,14,10,E,0.0,52,84,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Cam Pha,20,13,6,SSW,0.0,77,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Cam Pha,22,17,5,SSE,0.0,80,11,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Cam Pha,26,21,8,SSE,0.1,82,38,1003,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Cam Pha,26,23,6,SE,0.1,83,54,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Cam Pha,27,24,7,ESE,1.7,87,74,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Cam Pha,30,26,11,S,28.2,81,84,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Cam Pha,29,24,14,SSE,19.7,88,67,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Cam Pha,19,13,9,NE,0.0,67,15,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Cam Pha,21,17,13,NE,0.0,63,59,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
My Tho,32,21,7,SSW,0.1,76,41,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
My Tho,31,21,6,ESE,0.0,74,15,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
My Tho,25,23,5,ESE,3.0,92,67,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Cam Pha,21,15,8,NE,0.0,64,92,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
My Tho,39,26,9,SSE,0.0,59,13,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
My Tho,33,26,7,SSE,7.6,76,75,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
My Tho,35,27,6,SSW,0.9,69,58,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
My Tho,29,25,11,SW,5.1,88,71,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
My Tho,32,26,6,SSW,7.5,82,49,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
My Tho,29,24,8,ENE,4.2,85,63,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
My Tho,32,22,5,WSW,0.0,77,20,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Tuy Hoa,24,18,21,NNE,19.4,92,95,1013,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
My Tho,29,23,11,E,7.8,85,75,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Tuy Hoa,23,17,11,SSW,0.1,85,65,1013,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Tuy Hoa,24,18,12,SSE,1.2,89,78,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Tuy Hoa,32,22,12,S,0.0,74,13,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Tuy Hoa,29,24,7,SSE,0.0,77,18,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Tuy Hoa,31,25,8,S,4.2,80,59,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Tuy Hoa,32,26,13,WSW,1.7,70,45,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Tuy Hoa,32,25,12,S,3.0,79,47,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Tuy Hoa,25,22,23,NE,37.4,89,83,1014,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Tuy Hoa,24,19,19,W,7.5,90,100,1014,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Tuy Hoa,25,22,12,SSW,11.5,93,87,1011,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Cam Ranh,24,17,32,E,28.0,89,99,1012,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Cam Ranh,23,19,23,SE,0.0,80,18,1012,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Cam Ranh,25,22,22,NNE,0.0,85,24,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Cam Ranh,29,24,17,SSW,0.0,75,8,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Cam Ranh,28,25,8,S,0.0,74,15,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Cam Ranh,29,24,8,S,11.4,79,63,1009,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Cam Ranh,31,26,21,SW,2.0,75,50,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Cam Ranh,29,26,13,SSW,1.7,80,44,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Cam Ranh,25,22,32,NNE,74.3,88,82,1013,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Cam Ranh,26,22,30,SSE,0.5,82,82,1013,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Cam Ranh,25,20,19,W,5.9,88,86,1010,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Nam Dinh,21,16,8,SW,0.0,55,63,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Nam Dinh,23,16,7,SSE,0.0,71,15,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Nam Dinh,25,19,9,SE,0.0,71,25,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Nam Dinh,30,24,17,SSE,0.0,80,40,1001,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Nam Dinh,29,24,13,SSE,0.3,82,58,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Nam Dinh,29,25,14,SSE,0.7,86,61,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Nam Dinh,32,27,10,S,2.7,78,67,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Nam Dinh,33,28,12,SSE,2.8,82,48,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Nam Dinh,22,19,7,E,0.0,63,84,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Nam Dinh,23,16,7,S,0.0,65,12,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Uong Bi,20,11,5,ESE,0.0,48,66,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Nam Dinh,23,18,8,S,0.0,62,72,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Uong Bi,25,16,5,E,0.0,75,16,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Uong Bi,22,12,5,E,0.0,75,13,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Uong Bi,28,23,8,SE,0.0,77,40,1002,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Uong Bi,28,23,6,SE,0.4,80,63,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Uong Bi,27,23,7,SE,1.8,86,74,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Uong Bi,30,24,7,SE,22.6,84,83,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Uong Bi,30,25,8,SE,12.0,89,63,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Uong Bi,22,13,4,ENE,0.0,59,66,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Uong Bi,23,13,5,ENE,0.0,65,8,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Uong Bi,23,15,3,SE,0.0,59,78,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Can Tho,31,23,7,S,0.2,79,45,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Can Tho,30,21,7,E,0.0,77,20,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Can Tho,28,23,7,ESE,5.7,82,63,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Can Tho,38,26,11,S,0.0,55,18,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Can Tho,33,26,9,S,2.5,71,56,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Can Tho,33,27,11,SW,0.5,67,56,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Can Tho,30,25,15,SW,6.9,85,60,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Can Tho,32,26,9,SSW,2.3,78,45,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Can Tho,29,23,13,ENE,4.8,84,74,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Can Tho,30,21,10,SW,0.0,74,15,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Can Tho,28,19,13,ENE,15.2,91,87,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Nha Trang,25,16,21,SSE,16.9,90,99,1012,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Nha Trang,24,17,13,SW,0.0,81,12,1012,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Nha Trang,26,21,14,SSE,0.0,85,31,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Nha Trang,30,23,12,S,0.0,75,9,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Nha Trang,28,23,6,S,0.0,76,18,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Nha Trang,30,25,9,SSW,6.3,78,55,1009,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Nha Trang,31,26,7,SSW,9.9,75,50,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Nha Trang,30,25,11,SSW,5.6,83,45,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Nha Trang,25,22,25,NNE,66.4,88,83,1013,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Nha Trang,26,21,19,SW,0.3,84,75,1013,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Nha Trang,25,20,10,NNW,15.8,91,86,1010,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Viet Tri,22,15,7,SW,0.0,52,45,1021,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Viet Tri,25,14,6,SSE,0.0,63,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Viet Tri,26,18,8,SE,0.0,63,35,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Viet Tri,34,24,14,E,0.0,69,44,1000,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Viet Tri,30,23,12,ESE,1.0,78,73,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Viet Tri,32,25,13,ESE,1.8,80,74,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Viet Tri,31,26,8,E,38.7,84,68,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Viet Tri,33,26,7,SSW,20.6,86,73,1006,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Viet Tri,23,18,6,E,0.0,52,52,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Viet Tri,22,14,4,SSE,0.0,61,6,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Viet Tri,24,16,5,S,0.0,56,44,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Chau Doc,32,23,10,SE,0.0,67,42,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Chau Doc,32,21,5,SSE,0.0,72,12,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Chau Doc,28,24,8,SSE,9.7,78,67,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Chau Doc,37,28,16,SSW,0.0,53,14,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Chau Doc,34,28,11,S,0.7,64,48,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Chau Doc,33,28,15,SW,3.6,66,47,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Chau Doc,30,26,23,SW,23.3,82,69,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Chau Doc,32,28,10,SW,14.4,76,60,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Chau Doc,28,22,14,NE,0.1,81,58,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Chau Doc,29,22,18,S,0.0,69,7,1012,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Chau Doc,29,22,9,NE,19.1,81,88,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Phan Rang,24,17,32,E,28.0,89,99,1012,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Phan Rang,23,19,23,SE,0.0,80,18,1012,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Phan Rang,25,22,22,NNE,0.0,85,24,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Phan Rang,29,24,17,SSW,0.0,75,8,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Phan Rang,28,25,8,S,0.0,74,15,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Phan Rang,29,24,8,S,11.4,79,63,1009,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Phan Rang,31,26,21,SW,2.0,75,50,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Phan Rang,29,26,13,SSW,1.7,80,44,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Phan Rang,26,22,30,SSE,0.5,82,82,1013,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Phan Rang,25,22,32,NNE,74.3,88,82,1013,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Phan Rang,25,20,19,W,5.9,88,86,1010,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Vinh,20,16,8,SSW,2.2,75,75,1019,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Vinh,20,14,7,SSW,0.0,83,57,1014,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Vinh,23,17,6,S,0.0,85,31,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Vinh,34,25,6,SE,0.0,62,28,1000,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Vinh,29,24,9,SE,4.8,84,64,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Vinh,30,25,9,SE,1.3,85,56,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
