province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,mean_velocity,median_velocity,std_velocity,long,lat,street_level,e_node_id,length,street_type
Vinh,31,26,9,SSW,0.2,78,60,1000,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Vinh,35,27,9,S,1.2,75,23,1006,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Vinh,20,15,10,SSW,3.7,81,98,1020,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Vinh,20,15,9,SSW,0.1,80,81,1019,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Vinh,20,18,8,SSW,2.6,83,96,1016,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Da Lat,21,15,9,NE,3.1,88,61,1012,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Da Lat,22,16,3,ENE,6.7,89,76,1011,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Da Lat,24,15,2,ESE,0.0,72,7,1012,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Da Lat,29,20,3,SW,0.0,64,18,1008,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Da Lat,26,18,3,W,28.7,85,70,1012,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Da Lat,29,18,2,ESE,1.7,76,43,1013,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Da Lat,23,14,9,W,8.5,94,87,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Da Lat,24,18,2,S,44.2,93,76,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Da Lat,21,15,9,ENE,25.6,91,78,1013,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Da Lat,23,13,7,NNE,0.3,85,53,1013,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Da Lat,22,16,6,ENE,10.5,92,83,1010,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Phan Thiet,27,23,11,E,3.4,81,35,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Phan Thiet,26,20,9,ENE,0.0,78,10,1011,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Phan Thiet,26,23,5,SSW,4.4,87,50,1011,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Phan Thiet,31,24,9,SSW,0.0,72,17,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Phan Thiet,31,25,11,E,1.9,77,52,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Phan Thiet,31,26,7,SW,19.8,78,69,1009,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Phan Thiet,29,24,16,WSW,17.1,88,60,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Phan Thiet,31,25,8,WSW,1.1,80,48,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Phan Thiet,29,24,23,ENE,3.1,84,47,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Phan Thiet,28,22,6,SW,0.8,80,30,1012,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Phan Thiet,28,23,17,ENE,1.7,83,37,1009,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Vinh Long,31,23,7,S,0.4,78,45,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Vinh Long,26,23,7,ESE,2.0,87,55,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Vinh Long,30,20,7,SSE,0.0,77,19,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Vinh Long,37,25,11,S,0.0,55,22,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Vinh Long,34,25,8,SSE,4.3,74,62,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Vinh Long,34,27,10,SW,0.4,66,51,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Vinh Long,30,25,16,SW,7.2,86,68,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Vinh Long,32,26,8,SSW,8.0,78,58,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Vinh Long,31,21,9,SW,0.0,73,14,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Vinh Long,28,23,9,ENE,6.6,85,70,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Vinh Long,28,23,11,ENE,6.9,89,70,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Ha Noi,23,15,7,ESE,0.0,49,28,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Ha Noi,25,15,8,ESE,0.0,66,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Ha Noi,26,19,10,SE,0.0,65,32,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Ha Noi,34,25,17,SE,0.0,69,40,1001,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Ha Noi,29,24,13,SE,0.3,79,65,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Ha Noi,31,25,16,SE,0.5,81,65,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Ha Noi,33,26,9,ESE,5.4,77,66,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Ha Noi,34,27,10,S,7.1,81,70,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Ha Noi,22,18,8,ENE,0.0,53,56,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Ha Noi,23,15,4,SE,0.0,61,5,1021,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Ha Noi,24,17,7,SSE,0.0,53,49,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Play Cu,28,17,16,ENE,0.0,75,29,1014,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Play Cu,28,12,8,E,0.0,69,14,1013,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Play Cu,29,16,8,E,0.1,75,48,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Play Cu,35,24,8,SW,0.0,49,31,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Play Cu,33,20,5,SE,0.1,64,40,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Play Cu,30,20,4,S,31.3,82,65,1010,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Play Cu,22,20,15,WSW,18.8,99,100,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Play Cu,32,20,3,SW,15.3,85,70,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Play Cu,25,18,21,ENE,0.1,80,49,1015,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Play Cu,26,14,10,NE,0.0,78,21,1015,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Play Cu,26,19,13,ENE,2.0,80,57,1011,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Vung Tau,27,25,15,SE,0.6,79,47,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Vung Tau,25,23,17,E,0.0,78,9,1011,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Vung Tau,25,23,11,SE,12.6,90,69,1011,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Vung Tau,28,26,15,SSE,0.0,73,14,1006,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Vung Tau,29,27,16,SE,7.5,78,57,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Vung Tau,30,27,13,SSW,24.6,75,72,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Vung Tau,29,28,24,SW,25.8,79,73,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Vung Tau,30,28,12,SW,11.5,78,50,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Vung Tau,28,25,33,ENE,0.6,79,64,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Vung Tau,28,22,8,S,0.0,77,21,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Vung Tau,28,26,29,E,0.3,81,39,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Hai Duong,21,15,7,S,0.0,50,69,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Hai Duong,24,14,8,ESE,0.0,73,14,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Hai Duong,26,18,8,ESE,0.0,72,14,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Hai Duong,29,23,17,SE,0.1,81,52,1002,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Hai Duong,29,23,12,SE,1.1,82,70,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Hai Duong,30,24,13,SE,2.4,87,72,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Hai Duong,33,26,10,SE,17.9,80,75,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Hai Duong,32,27,14,SSE,25.4,87,73,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Hai Duong,23,18,6,E,0.0,59,54,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Hai Duong,24,15,7,E,0.0,61,8,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Qui Nhon,24,18,21,NNE,19.4,92,95,1013,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Hai Duong,24,18,6,SSE,0.0,59,82,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Qui Nhon,23,17,11,SSW,0.1,85,65,1013,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Qui Nhon,24,18,12,SSE,1.2,89,78,1012,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Qui Nhon,32,22,12,S,0.0,74,13,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Qui Nhon,29,24,7,SSE,0.0,77,18,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Qui Nhon,31,25,8,S,4.2,80,59,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Qui Nhon,32,26,13,WSW,1.7,70,45,1005,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Qui Nhon,32,25,12,S,3.0,79,47,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Qui Nhon,25,22,23,NE,37.4,89,83,1014,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Qui Nhon,24,19,19,W,7.5,90,100,1014,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Qui Nhon,25,22,12,SSW,11.5,93,87,1011,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Yen Bai,22,15,7,SW,0.0,52,45,1021,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Yen Bai,25,14,6,SSE,0.0,63,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Yen Bai,26,18,8,SE,0.0,63,35,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Yen Bai,34,24,14,E,0.0,69,44,1000,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Yen Bai,30,23,12,ESE,1.0,78,73,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Yen Bai,32,25,13,ESE,1.8,80,74,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Yen Bai,31,26,8,E,38.7,84,68,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Yen Bai,33,26,7,SSW,20.6,86,73,1006,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Yen Bai,23,18,6,E,0.0,52,52,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Yen Bai,22,14,4,SSE,0.0,61,6,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Yen Bai,24,16,5,S,0.0,56,44,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Hai Phong,21,16,7,S,0.0,50,71,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Hai Phong,23,14,8,ESE,0.0,73,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Hai Phong,25,18,8,ESE,0.0,72,14,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Hai Phong,28,24,16,ESE,0.0,80,43,1002,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Hai Phong,28,24,11,SE,1.1,81,65,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Hai Phong,29,24,13,SE,2.5,87,61,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Hai Phong,32,25,10,SE,18.0,81,67,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Hai Phong,31,27,13,SSE,24.4,87,75,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Hai Phong,23,19,6,E,0.0,57,49,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Hai Phong,23,15,6,ESE,0.0,61,8,1020,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Hai Phong,23,17,5,SSE,0.0,58,80,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Rach Gia,30,24,9,ESE,0.1,75,49,1010,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Rach Gia,27,22,8,SSE,0.0,77,16,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Rach Gia,27,24,10,SSW,7.1,79,68,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Rach Gia,31,27,18,SW,0.0,67,8,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Rach Gia,30,27,13,SSW,10.5,73,61,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Rach Gia,31,29,19,WSW,2.3,70,46,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Rach Gia,30,26,30,SW,14.3,80,63,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Rach Gia,30,28,14,SW,1.7,74,50,1007,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Rach Gia,29,23,20,E,0.0,73,7,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Rach Gia,28,24,18,NE,10.7,83,66,1011,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Rach Gia,27,21,19,ENE,16.3,86,87,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Hanoi,23,15,7,ESE,0.0,49,28,1020,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Hanoi,25,15,8,ESE,0.0,66,12,1015,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Hanoi,26,19,10,SE,0.0,65,32,1014,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Hanoi,34,25,17,SE,0.0,69,40,1001,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Hanoi,29,24,13,SE,0.3,79,65,1011,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Hanoi,31,25,16,SE,0.5,81,65,1007,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Hanoi,33,26,9,ESE,5.4,77,66,999,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Hanoi,34,27,10,S,7.1,81,70,1005,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Hanoi,22,18,8,ENE,0.0,53,56,1022,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Hanoi,23,15,4,SE,0.0,61,5,1021,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Hanoi,24,17,7,SSE,0.0,53,49,1017,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
Soc Trang,30,21,13,E,0.4,78,56,1009,2021-01-04,17.157894736842106,15.0,15.22128673893248,106.6688585,10.7414307,2,4200187547,43.73684210526316,primary
Soc Trang,29,22,11,E,0.0,77,25,1010,2021-01-15,25.104347826086958,22.0,20.714167502377503,106.7921493,10.8664739,4,5778117820,53.30434782608695,tertiary
Soc Trang,29,23,9,ESE,16.0,81,70,1010,2021-01-23,8.272727272727273,1.0,8.77600033148255,106.6601997,10.7733429,4,4774007052,11.454545454545455,tertiary
Soc Trang,35,27,12,S,0.0,60,8,1005,2021-03-31,22.32967032967033,21.0,19.805192890897718,106.7921493,10.8664739,4,5778117820,40.89010989010989,tertiary
Soc Trang,33,27,11,SSE,0.9,66,49,1010,2021-04-14,29.486486486486488,31.0,15.413957638779541,106.7921493,10.8664739,4,5778117820,64.94594594594595,tertiary
Soc Trang,33,28,12,SW,2.3,66,50,1008,2021-04-22,1.25,1.0,0.5,106.6966242,10.7712056,4,4608690975,38.0,tertiary
Soc Trang,31,26,16,SW,7.2,80,57,1006,2020-08-03,19.96718651044965,20.0,11.491157496711356,106.6562138,10.7706814,4,5044255782,34.74703134895503,tertiary
Soc Trang,32,27,10,SW,0.9,77,40,1008,2020-09-11,19.55,8.0,19.782848912912186,106.8248737,10.7170573,3,1612118717,85.21,secondary
Soc Trang,28,23,23,ENE,4.7,83,73,1010,2020-12-01,47.707692307692305,49.0,5.962704600585722,106.600179,10.8654501,1,1409379568,51.93846153846154,trunk
Soc Trang,30,22,7,SW,0.0,78,24,1011,2020-12-06,44.54545454545455,47.0,10.985113894390322,106.7778783,10.8757747,4,5762723856,56.54545454545455,tertiary
Soc Trang,27,21,19,E,8.0,90,80,1008,2020-12-24,19.950819672131146,9.0,24.22955937014749,106.6786972,10.8050949,2,5755399611,81.66666666666667,primary
